ID;Nome;Area;Regione;Provincia
015038;Buscate;Nord Ovest;Lombardia;Milano
015040;Bussero;Nord Ovest;Lombardia;Milano
015041;Busto Garolfo;Nord Ovest;Lombardia;Milano
015042;Calvignasco;Nord Ovest;Lombardia;Milano
015044;Cambiago;Nord Ovest;Lombardia;Milano
015046;Canegrate;Nord Ovest;Lombardia;Milano
015050;Carpiano;Nord Ovest;Lombardia;Milano
015051;Carugate;Nord Ovest;Lombardia;Milano
015055;Casarile;Nord Ovest;Lombardia;Milano
015058;Casorezzo;Nord Ovest;Lombardia;Milano
015059;Cassano d'Adda;Nord Ovest;Lombardia;Milano
015060;Cassina de' Pecchi;Nord Ovest;Lombardia;Milano
015061;Cassinetta di Lugagnano;Nord Ovest;Lombardia;Milano
015062;Castano Primo;Nord Ovest;Lombardia;Milano
015070;Cernusco sul Naviglio;Nord Ovest;Lombardia;Milano
015071;Cerro al Lambro;Nord Ovest;Lombardia;Milano
015072;Cerro Maggiore;Nord Ovest;Lombardia;Milano
015074;Cesano Boscone;Nord Ovest;Lombardia;Milano
015076;Cesate;Nord Ovest;Lombardia;Milano
015077;Cinisello Balsamo;Nord Ovest;Lombardia;Milano
015078;Cisliano;Nord Ovest;Lombardia;Milano
015081;Cologno Monzese;Nord Ovest;Lombardia;Milano
015082;Colturano;Nord Ovest;Lombardia;Milano
015085;Corbetta;Nord Ovest;Lombardia;Milano
015086;Cormano;Nord Ovest;Lombardia;Milano
015087;Cornaredo;Nord Ovest;Lombardia;Milano
015093;Corsico;Nord Ovest;Lombardia;Milano
015096;Cuggiono;Nord Ovest;Lombardia;Milano
015097;Cusago;Nord Ovest;Lombardia;Milano
015098;Cusano Milanino;Nord Ovest;Lombardia;Milano
015099;Dairago;Nord Ovest;Lombardia;Milano
015101;Dresano;Nord Ovest;Lombardia;Milano
015103;Gaggiano;Nord Ovest;Lombardia;Milano
015105;Garbagnate Milanese;Nord Ovest;Lombardia;Milano
015106;Gessate;Nord Ovest;Lombardia;Milano
015108;Gorgonzola;Nord Ovest;Lombardia;Milano
015110;Grezzago;Nord Ovest;Lombardia;Milano
015112;Gudo Visconti;Nord Ovest;Lombardia;Milano
015113;Inveruno;Nord Ovest;Lombardia;Milano
015114;Inzago;Nord Ovest;Lombardia;Milano
015115;Lacchiarella;Nord Ovest;Lombardia;Milano
015116;Lainate;Nord Ovest;Lombardia;Milano
015118;Legnano;Nord Ovest;Lombardia;Milano
015122;Liscate;Nord Ovest;Lombardia;Milano
015125;Locate di Triulzi;Nord Ovest;Lombardia;Milano
015130;Magenta;Nord Ovest;Lombardia;Milano
015131;Magnago;Nord Ovest;Lombardia;Milano
015134;Marcallo con Casone;Nord Ovest;Lombardia;Milano
015136;Masate;Nord Ovest;Lombardia;Milano
015139;Mediglia;Nord Ovest;Lombardia;Milano
015140;Melegnano;Nord Ovest;Lombardia;Milano
015142;Melzo;Nord Ovest;Lombardia;Milano
015144;Mesero;Nord Ovest;Lombardia;Milano
015146;Milano;Nord Ovest;Lombardia;Milano
015150;Morimondo;Nord Ovest;Lombardia;Milano
015151;Motta Visconti;Nord Ovest;Lombardia;Milano
015154;Nerviano;Nord Ovest;Lombardia;Milano
015155;Nosate;Nord Ovest;Lombardia;Milano
015157;Novate Milanese;Nord Ovest;Lombardia;Milano
015158;Noviglio;Nord Ovest;Lombardia;Milano
015159;Opera;Nord Ovest;Lombardia;Milano
015164;Ossona;Nord Ovest;Lombardia;Milano
015165;Ozzero;Nord Ovest;Lombardia;Milano
015166;Paderno Dugnano;Nord Ovest;Lombardia;Milano
015167;Pantigliate;Nord Ovest;Lombardia;Milano
015168;Parabiago;Nord Ovest;Lombardia;Milano
015169;Paullo;Nord Ovest;Lombardia;Milano
015170;Pero;Nord Ovest;Lombardia;Milano
015171;Peschiera Borromeo;Nord Ovest;Lombardia;Milano
015172;Pessano con Bornago;Nord Ovest;Lombardia;Milano
015173;Pieve Emanuele;Nord Ovest;Lombardia;Milano
015175;Pioltello;Nord Ovest;Lombardia;Milano
015176;Pogliano Milanese;Nord Ovest;Lombardia;Milano
015177;Pozzo d'Adda;Nord Ovest;Lombardia;Milano
015178;Pozzuolo Martesana;Nord Ovest;Lombardia;Milano
015179;Pregnana Milanese;Nord Ovest;Lombardia;Milano
015181;Rescaldina;Nord Ovest;Lombardia;Milano
015182;Rho;Nord Ovest;Lombardia;Milano
015183;Robecchetto con Induno;Nord Ovest;Lombardia;Milano
015184;Robecco sul Naviglio;Nord Ovest;Lombardia;Milano
015185;Rodano;Nord Ovest;Lombardia;Milano
015188;Rosate;Nord Ovest;Lombardia;Milano
015189;Rozzano;Nord Ovest;Lombardia;Milano
015191;San Colombano al Lambro;Nord Ovest;Lombardia;Milano
015192;San Donato Milanese;Nord Ovest;Lombardia;Milano
015194;San Giorgio su Legnano;Nord Ovest;Lombardia;Milano
015195;San Giuliano Milanese;Nord Ovest;Lombardia;Milano
015200;Santo Stefano Ticino;Nord Ovest;Lombardia;Milano
015201;San Vittore Olona;Nord Ovest;Lombardia;Milano
015202;San Zenone al Lambro;Nord Ovest;Lombardia;Milano
015204;Sedriano;Nord Ovest;Lombardia;Milano
015205;Segrate;Nord Ovest;Lombardia;Milano
015206;Senago;Nord Ovest;Lombardia;Milano
015209;Sesto San Giovanni;Nord Ovest;Lombardia;Milano
015210;Settala;Nord Ovest;Lombardia;Milano
015211;Settimo Milanese;Nord Ovest;Lombardia;Milano
015213;Solaro;Nord Ovest;Lombardia;Milano
015219;Trezzano Rosa;Nord Ovest;Lombardia;Milano
015220;Trezzano sul Naviglio;Nord Ovest;Lombardia;Milano
015221;Trezzo sull'Adda;Nord Ovest;Lombardia;Milano
015222;Tribiano;Nord Ovest;Lombardia;Milano
015224;Truccazzano;Nord Ovest;Lombardia;Milano
015226;Turbigo;Nord Ovest;Lombardia;Milano
015229;Vanzago;Nord Ovest;Lombardia;Milano
015230;Vaprio d'Adda;Nord Ovest;Lombardia;Milano
015236;Vernate;Nord Ovest;Lombardia;Milano
015237;Vignate;Nord Ovest;Lombardia;Milano
015242;Vimodrone;Nord Ovest;Lombardia;Milano
015243;Vittuone;Nord Ovest;Lombardia;Milano
015244;Vizzolo Predabissi;Nord Ovest;Lombardia;Milano
015247;Zibido San Giacomo;Nord Ovest;Lombardia;Milano
015248;Villa Cortese;Nord Ovest;Lombardia;Milano
015249;Vanzaghello;Nord Ovest;Lombardia;Milano
015250;Baranzate;Nord Ovest;Lombardia;Milano
015251;Vermezzo con Zelo;Nord Ovest;Lombardia;Milano
016001;Adrara San Martino;Nord Ovest;Lombardia;Bergamo
016002;Adrara San Rocco;Nord Ovest;Lombardia;Bergamo
016003;Albano Sant'Alessandro;Nord Ovest;Lombardia;Bergamo
016004;Albino;Nord Ovest;Lombardia;Bergamo
016005;Almè;Nord Ovest;Lombardia;Bergamo
016006;Almenno San Bartolomeo;Nord Ovest;Lombardia;Bergamo
016007;Almenno San Salvatore;Nord Ovest;Lombardia;Bergamo
016008;Alzano Lombardo;Nord Ovest;Lombardia;Bergamo
016009;Ambivere;Nord Ovest;Lombardia;Bergamo
016010;Antegnate;Nord Ovest;Lombardia;Bergamo
016011;Arcene;Nord Ovest;Lombardia;Bergamo
016012;Ardesio;Nord Ovest;Lombardia;Bergamo
016013;Arzago d'Adda;Nord Ovest;Lombardia;Bergamo
016014;Averara;Nord Ovest;Lombardia;Bergamo
016015;Aviatico;Nord Ovest;Lombardia;Bergamo
016016;Azzano San Paolo;Nord Ovest;Lombardia;Bergamo
016017;Azzone;Nord Ovest;Lombardia;Bergamo
016018;Bagnatica;Nord Ovest;Lombardia;Bergamo
016019;Barbata;Nord Ovest;Lombardia;Bergamo
016020;Bariano;Nord Ovest;Lombardia;Bergamo
016021;Barzana;Nord Ovest;Lombardia;Bergamo
016022;Bedulita;Nord Ovest;Lombardia;Bergamo
016023;Berbenno;Nord Ovest;Lombardia;Bergamo
016024;Bergamo;Nord Ovest;Lombardia;Bergamo
016025;Berzo San Fermo;Nord Ovest;Lombardia;Bergamo
016026;Bianzano;Nord Ovest;Lombardia;Bergamo
016027;Blello;Nord Ovest;Lombardia;Bergamo
016028;Bolgare;Nord Ovest;Lombardia;Bergamo
016029;Boltiere;Nord Ovest;Lombardia;Bergamo
016030;Bonate Sopra;Nord Ovest;Lombardia;Bergamo
016031;Bonate Sotto;Nord Ovest;Lombardia;Bergamo
016032;Borgo di Terzo;Nord Ovest;Lombardia;Bergamo
016033;Bossico;Nord Ovest;Lombardia;Bergamo
016034;Bottanuco;Nord Ovest;Lombardia;Bergamo
016035;Bracca;Nord Ovest;Lombardia;Bergamo
016036;Branzi;Nord Ovest;Lombardia;Bergamo
016037;Brembate;Nord Ovest;Lombardia;Bergamo
016038;Brembate di Sopra;Nord Ovest;Lombardia;Bergamo
016040;Brignano Gera d'Adda;Nord Ovest;Lombardia;Bergamo
016041;Brumano;Nord Ovest;Lombardia;Bergamo
016042;Brusaporto;Nord Ovest;Lombardia;Bergamo
016043;Calcinate;Nord Ovest;Lombardia;Bergamo
016044;Calcio;Nord Ovest;Lombardia;Bergamo
016046;Calusco d'Adda;Nord Ovest;Lombardia;Bergamo
016047;Calvenzano;Nord Ovest;Lombardia;Bergamo
016048;Camerata Cornello;Nord Ovest;Lombardia;Bergamo
016049;Canonica d'Adda;Nord Ovest;Lombardia;Bergamo
016050;Capizzone;Nord Ovest;Lombardia;Bergamo
016051;Capriate San Gervasio;Nord Ovest;Lombardia;Bergamo
016052;Caprino Bergamasco;Nord Ovest;Lombardia;Bergamo
016053;Caravaggio;Nord Ovest;Lombardia;Bergamo
016055;Carobbio degli Angeli;Nord Ovest;Lombardia;Bergamo
016056;Carona;Nord Ovest;Lombardia;Bergamo
016057;Carvico;Nord Ovest;Lombardia;Bergamo
016058;Casazza;Nord Ovest;Lombardia;Bergamo
016059;Casirate d'Adda;Nord Ovest;Lombardia;Bergamo
016060;Casnigo;Nord Ovest;Lombardia;Bergamo
016061;Cassiglio;Nord Ovest;Lombardia;Bergamo
016062;Castelli Calepio;Nord Ovest;Lombardia;Bergamo
016063;Castel Rozzone;Nord Ovest;Lombardia;Bergamo
016064;Castione della Presolana;Nord Ovest;Lombardia;Bergamo
016065;Castro;Nord Ovest;Lombardia;Bergamo
016066;Cavernago;Nord Ovest;Lombardia;Bergamo
016067;Cazzano Sant'Andrea;Nord Ovest;Lombardia;Bergamo
016068;Cenate Sopra;Nord Ovest;Lombardia;Bergamo
016069;Cenate Sotto;Nord Ovest;Lombardia;Bergamo
016070;Cene;Nord Ovest;Lombardia;Bergamo
016071;Cerete;Nord Ovest;Lombardia;Bergamo
016072;Chignolo d'Isola;Nord Ovest;Lombardia;Bergamo
016073;Chiuduno;Nord Ovest;Lombardia;Bergamo
016074;Cisano Bergamasco;Nord Ovest;Lombardia;Bergamo
016075;Ciserano;Nord Ovest;Lombardia;Bergamo
016076;Cividate al Piano;Nord Ovest;Lombardia;Bergamo
016077;Clusone;Nord Ovest;Lombardia;Bergamo
016078;Colere;Nord Ovest;Lombardia;Bergamo
016079;Cologno al Serio;Nord Ovest;Lombardia;Bergamo
016080;Colzate;Nord Ovest;Lombardia;Bergamo
016081;Comun Nuovo;Nord Ovest;Lombardia;Bergamo
016082;Corna Imagna;Nord Ovest;Lombardia;Bergamo
016083;Cortenuova;Nord Ovest;Lombardia;Bergamo
016084;Costa di Mezzate;Nord Ovest;Lombardia;Bergamo
016085;Costa Valle Imagna;Nord Ovest;Lombardia;Bergamo
016086;Costa Volpino;Nord Ovest;Lombardia;Bergamo
016087;Covo;Nord Ovest;Lombardia;Bergamo
016088;Credaro;Nord Ovest;Lombardia;Bergamo
016089;Curno;Nord Ovest;Lombardia;Bergamo
016090;Cusio;Nord Ovest;Lombardia;Bergamo
016091;Dalmine;Nord Ovest;Lombardia;Bergamo
016092;Dossena;Nord Ovest;Lombardia;Bergamo
016093;Endine Gaiano;Nord Ovest;Lombardia;Bergamo
016094;Entratico;Nord Ovest;Lombardia;Bergamo
016096;Fara Gera d'Adda;Nord Ovest;Lombardia;Bergamo
016097;Fara Olivana con Sola;Nord Ovest;Lombardia;Bergamo
016098;Filago;Nord Ovest;Lombardia;Bergamo
016099;Fino del Monte;Nord Ovest;Lombardia;Bergamo
016100;Fiorano al Serio;Nord Ovest;Lombardia;Bergamo
016101;Fontanella;Nord Ovest;Lombardia;Bergamo
016102;Fonteno;Nord Ovest;Lombardia;Bergamo
016103;Foppolo;Nord Ovest;Lombardia;Bergamo
016104;Foresto Sparso;Nord Ovest;Lombardia;Bergamo
016105;Fornovo San Giovanni;Nord Ovest;Lombardia;Bergamo
016106;Fuipiano Valle Imagna;Nord Ovest;Lombardia;Bergamo
016107;Gandellino;Nord Ovest;Lombardia;Bergamo
016108;Gandino;Nord Ovest;Lombardia;Bergamo
016109;Gandosso;Nord Ovest;Lombardia;Bergamo
016110;Gaverina Terme;Nord Ovest;Lombardia;Bergamo
016111;Gazzaniga;Nord Ovest;Lombardia;Bergamo
016113;Ghisalba;Nord Ovest;Lombardia;Bergamo
016114;Gorlago;Nord Ovest;Lombardia;Bergamo
016115;Gorle;Nord Ovest;Lombardia;Bergamo
016116;Gorno;Nord Ovest;Lombardia;Bergamo
016117;Grassobbio;Nord Ovest;Lombardia;Bergamo
016118;Gromo;Nord Ovest;Lombardia;Bergamo
016119;Grone;Nord Ovest;Lombardia;Bergamo
016120;Grumello del Monte;Nord Ovest;Lombardia;Bergamo
016121;Isola di Fondra;Nord Ovest;Lombardia;Bergamo
016122;Isso;Nord Ovest;Lombardia;Bergamo
016123;Lallio;Nord Ovest;Lombardia;Bergamo
016124;Leffe;Nord Ovest;Lombardia;Bergamo
016125;Lenna;Nord Ovest;Lombardia;Bergamo
016126;Levate;Nord Ovest;Lombardia;Bergamo
016127;Locatello;Nord Ovest;Lombardia;Bergamo
016128;Lovere;Nord Ovest;Lombardia;Bergamo
016129;Lurano;Nord Ovest;Lombardia;Bergamo
016130;Luzzana;Nord Ovest;Lombardia;Bergamo
016131;Madone;Nord Ovest;Lombardia;Bergamo
016132;Mapello;Nord Ovest;Lombardia;Bergamo
016133;Martinengo;Nord Ovest;Lombardia;Bergamo
016134;Mezzoldo;Nord Ovest;Lombardia;Bergamo
016135;Misano di Gera d'Adda;Nord Ovest;Lombardia;Bergamo
016136;Moio de' Calvi;Nord Ovest;Lombardia;Bergamo
016137;Monasterolo del Castello;Nord Ovest;Lombardia;Bergamo
016139;Montello;Nord Ovest;Lombardia;Bergamo
016140;Morengo;Nord Ovest;Lombardia;Bergamo
016141;Mornico al Serio;Nord Ovest;Lombardia;Bergamo
016142;Mozzanica;Nord Ovest;Lombardia;Bergamo
016143;Mozzo;Nord Ovest;Lombardia;Bergamo
016144;Nembro;Nord Ovest;Lombardia;Bergamo
016145;Olmo al Brembo;Nord Ovest;Lombardia;Bergamo
016146;Oltre il Colle;Nord Ovest;Lombardia;Bergamo
016147;Oltressenda Alta;Nord Ovest;Lombardia;Bergamo
016148;Oneta;Nord Ovest;Lombardia;Bergamo
016149;Onore;Nord Ovest;Lombardia;Bergamo
016150;Orio al Serio;Nord Ovest;Lombardia;Bergamo
016151;Ornica;Nord Ovest;Lombardia;Bergamo
016152;Osio Sopra;Nord Ovest;Lombardia;Bergamo
016153;Osio Sotto;Nord Ovest;Lombardia;Bergamo
016154;Pagazzano;Nord Ovest;Lombardia;Bergamo
016155;Paladina;Nord Ovest;Lombardia;Bergamo
016156;Palazzago;Nord Ovest;Lombardia;Bergamo
016157;Palosco;Nord Ovest;Lombardia;Bergamo
016158;Parre;Nord Ovest;Lombardia;Bergamo
016159;Parzanica;Nord Ovest;Lombardia;Bergamo
016160;Pedrengo;Nord Ovest;Lombardia;Bergamo
016161;Peia;Nord Ovest;Lombardia;Bergamo
016162;Pianico;Nord Ovest;Lombardia;Bergamo
016163;Piario;Nord Ovest;Lombardia;Bergamo
016164;Piazza Brembana;Nord Ovest;Lombardia;Bergamo
016165;Piazzatorre;Nord Ovest;Lombardia;Bergamo
016166;Piazzolo;Nord Ovest;Lombardia;Bergamo
016167;Pognano;Nord Ovest;Lombardia;Bergamo
016168;Ponte Nossa;Nord Ovest;Lombardia;Bergamo
016169;Ponteranica;Nord Ovest;Lombardia;Bergamo
016170;Ponte San Pietro;Nord Ovest;Lombardia;Bergamo
016171;Pontida;Nord Ovest;Lombardia;Bergamo
016172;Pontirolo Nuovo;Nord Ovest;Lombardia;Bergamo
016173;Pradalunga;Nord Ovest;Lombardia;Bergamo
016174;Predore;Nord Ovest;Lombardia;Bergamo
016175;Premolo;Nord Ovest;Lombardia;Bergamo
016176;Presezzo;Nord Ovest;Lombardia;Bergamo
016177;Pumenengo;Nord Ovest;Lombardia;Bergamo
016178;Ranica;Nord Ovest;Lombardia;Bergamo
016179;Ranzanico;Nord Ovest;Lombardia;Bergamo
016180;Riva di Solto;Nord Ovest;Lombardia;Bergamo
016182;Rogno;Nord Ovest;Lombardia;Bergamo
016183;Romano di Lombardia;Nord Ovest;Lombardia;Bergamo
016184;Roncobello;Nord Ovest;Lombardia;Bergamo
016185;Roncola;Nord Ovest;Lombardia;Bergamo
016186;Rota d'Imagna;Nord Ovest;Lombardia;Bergamo
016187;Rovetta;Nord Ovest;Lombardia;Bergamo
016188;San Giovanni Bianco;Nord Ovest;Lombardia;Bergamo
016189;San Paolo d'Argon;Nord Ovest;Lombardia;Bergamo
016190;San Pellegrino Terme;Nord Ovest;Lombardia;Bergamo
016191;Santa Brigida;Nord Ovest;Lombardia;Bergamo
016193;Sarnico;Nord Ovest;Lombardia;Bergamo
016194;Scanzorosciate;Nord Ovest;Lombardia;Bergamo
016195;Schilpario;Nord Ovest;Lombardia;Bergamo
016196;Sedrina;Nord Ovest;Lombardia;Bergamo
016197;Selvino;Nord Ovest;Lombardia;Bergamo
016198;Seriate;Nord Ovest;Lombardia;Bergamo
016199;Serina;Nord Ovest;Lombardia;Bergamo
016200;Solto Collina;Nord Ovest;Lombardia;Bergamo
016201;Songavazzo;Nord Ovest;Lombardia;Bergamo
016202;Sorisole;Nord Ovest;Lombardia;Bergamo
016203;Sotto il Monte Giovanni XXIII;Nord Ovest;Lombardia;Bergamo
016204;Sovere;Nord Ovest;Lombardia;Bergamo
016205;Spinone al Lago;Nord Ovest;Lombardia;Bergamo
016206;Spirano;Nord Ovest;Lombardia;Bergamo
016207;Stezzano;Nord Ovest;Lombardia;Bergamo
016208;Strozza;Nord Ovest;Lombardia;Bergamo
016209;Suisio;Nord Ovest;Lombardia;Bergamo
016210;Taleggio;Nord Ovest;Lombardia;Bergamo
016211;Tavernola Bergamasca;Nord Ovest;Lombardia;Bergamo
016212;Telgate;Nord Ovest;Lombardia;Bergamo
016213;Terno d'Isola;Nord Ovest;Lombardia;Bergamo
016214;Torre Boldone;Nord Ovest;Lombardia;Bergamo
016215;Torre de' Busi;Nord Ovest;Lombardia;Bergamo
016216;Torre de' Roveri;Nord Ovest;Lombardia;Bergamo
016217;Torre Pallavicina;Nord Ovest;Lombardia;Bergamo
016218;Trescore Balneario;Nord Ovest;Lombardia;Bergamo
016219;Treviglio;Nord Ovest;Lombardia;Bergamo
016220;Treviolo;Nord Ovest;Lombardia;Bergamo
016221;Ubiale Clanezzo;Nord Ovest;Lombardia;Bergamo
016222;Urgnano;Nord Ovest;Lombardia;Bergamo
016223;Valbondione;Nord Ovest;Lombardia;Bergamo
016224;Valbrembo;Nord Ovest;Lombardia;Bergamo
016225;Valgoglio;Nord Ovest;Lombardia;Bergamo
016226;Valleve;Nord Ovest;Lombardia;Bergamo
016227;Valnegra;Nord Ovest;Lombardia;Bergamo
016229;Valtorta;Nord Ovest;Lombardia;Bergamo
016230;Vedeseta;Nord Ovest;Lombardia;Bergamo
016232;Verdellino;Nord Ovest;Lombardia;Bergamo
016233;Verdello;Nord Ovest;Lombardia;Bergamo
016234;Vertova;Nord Ovest;Lombardia;Bergamo
016235;Viadanica;Nord Ovest;Lombardia;Bergamo
016236;Vigano San Martino;Nord Ovest;Lombardia;Bergamo
016237;Vigolo;Nord Ovest;Lombardia;Bergamo
016238;Villa d'Adda;Nord Ovest;Lombardia;Bergamo
016239;Villa d'Almè;Nord Ovest;Lombardia;Bergamo
016240;Villa di Serio;Nord Ovest;Lombardia;Bergamo
016241;Villa d'Ogna;Nord Ovest;Lombardia;Bergamo
016242;Villongo;Nord Ovest;Lombardia;Bergamo
016243;Vilminore di Scalve;Nord Ovest;Lombardia;Bergamo
016244;Zandobbio;Nord Ovest;Lombardia;Bergamo
016245;Zanica;Nord Ovest;Lombardia;Bergamo
016246;Zogno;Nord Ovest;Lombardia;Bergamo
016247;Costa Serina;Nord Ovest;Lombardia;Bergamo
016248;Algua;Nord Ovest;Lombardia;Bergamo
016249;Cornalba;Nord Ovest;Lombardia;Bergamo
016250;Medolago;Nord Ovest;Lombardia;Bergamo
016251;Solza;Nord Ovest;Lombardia;Bergamo
016252;Sant'Omobono Terme;Nord Ovest;Lombardia;Bergamo
016253;Val Brembilla;Nord Ovest;Lombardia;Bergamo
017001;Acquafredda;Nord Ovest;Lombardia;Brescia
017002;Adro;Nord Ovest;Lombardia;Brescia
017003;Agnosine;Nord Ovest;Lombardia;Brescia
017004;Alfianello;Nord Ovest;Lombardia;Brescia
017005;Anfo;Nord Ovest;Lombardia;Brescia
017006;Angolo Terme;Nord Ovest;Lombardia;Brescia
017007;Artogne;Nord Ovest;Lombardia;Brescia
017008;Azzano Mella;Nord Ovest;Lombardia;Brescia
017009;Bagnolo Mella;Nord Ovest;Lombardia;Brescia
017010;Bagolino;Nord Ovest;Lombardia;Brescia
017011;Barbariga;Nord Ovest;Lombardia;Brescia
017012;Barghe;Nord Ovest;Lombardia;Brescia
017013;Bassano Bresciano;Nord Ovest;Lombardia;Brescia
017014;Bedizzole;Nord Ovest;Lombardia;Brescia
017015;Berlingo;Nord Ovest;Lombardia;Brescia
017016;Berzo Demo;Nord Ovest;Lombardia;Brescia
017017;Berzo Inferiore;Nord Ovest;Lombardia;Brescia
017018;Bienno;Nord Ovest;Lombardia;Brescia
017019;Bione;Nord Ovest;Lombardia;Brescia
017020;Borgo San Giacomo;Nord Ovest;Lombardia;Brescia
017021;Borgosatollo;Nord Ovest;Lombardia;Brescia
017022;Borno;Nord Ovest;Lombardia;Brescia
017023;Botticino;Nord Ovest;Lombardia;Brescia
017024;Bovegno;Nord Ovest;Lombardia;Brescia
017025;Bovezzo;Nord Ovest;Lombardia;Brescia
017026;Brandico;Nord Ovest;Lombardia;Brescia
017027;Braone;Nord Ovest;Lombardia;Brescia
017028;Breno;Nord Ovest;Lombardia;Brescia
017029;Brescia;Nord Ovest;Lombardia;Brescia
017030;Brione;Nord Ovest;Lombardia;Brescia
017031;Caino;Nord Ovest;Lombardia;Brescia
017032;Calcinato;Nord Ovest;Lombardia;Brescia
017033;Calvagese della Riviera;Nord Ovest;Lombardia;Brescia
017034;Calvisano;Nord Ovest;Lombardia;Brescia
017035;Capo di Ponte;Nord Ovest;Lombardia;Brescia
017036;Capovalle;Nord Ovest;Lombardia;Brescia
017037;Capriano del Colle;Nord Ovest;Lombardia;Brescia
017038;Capriolo;Nord Ovest;Lombardia;Brescia
017039;Carpenedolo;Nord Ovest;Lombardia;Brescia
017040;Castegnato;Nord Ovest;Lombardia;Brescia
017041;Castelcovati;Nord Ovest;Lombardia;Brescia
017042;Castel Mella;Nord Ovest;Lombardia;Brescia
017043;Castenedolo;Nord Ovest;Lombardia;Brescia
017044;Casto;Nord Ovest;Lombardia;Brescia
017045;Castrezzato;Nord Ovest;Lombardia;Brescia
017046;Cazzago San Martino;Nord Ovest;Lombardia;Brescia
017047;Cedegolo;Nord Ovest;Lombardia;Brescia
017048;Cellatica;Nord Ovest;Lombardia;Brescia
017049;Cerveno;Nord Ovest;Lombardia;Brescia
017050;Ceto;Nord Ovest;Lombardia;Brescia
017051;Cevo;Nord Ovest;Lombardia;Brescia
017052;Chiari;Nord Ovest;Lombardia;Brescia
017053;Cigole;Nord Ovest;Lombardia;Brescia
017054;Cimbergo;Nord Ovest;Lombardia;Brescia
017055;Cividate Camuno;Nord Ovest;Lombardia;Brescia
017056;Coccaglio;Nord Ovest;Lombardia;Brescia
017057;Collebeato;Nord Ovest;Lombardia;Brescia
017058;Collio;Nord Ovest;Lombardia;Brescia
017059;Cologne;Nord Ovest;Lombardia;Brescia
017060;Comezzano-Cizzago;Nord Ovest;Lombardia;Brescia
017061;Concesio;Nord Ovest;Lombardia;Brescia
017062;Corte Franca;Nord Ovest;Lombardia;Brescia
017063;Corteno Golgi;Nord Ovest;Lombardia;Brescia
017064;Corzano;Nord Ovest;Lombardia;Brescia
017065;Darfo Boario Terme;Nord Ovest;Lombardia;Brescia
017066;Dello;Nord Ovest;Lombardia;Brescia
017067;Desenzano del Garda;Nord Ovest;Lombardia;Brescia
017068;Edolo;Nord Ovest;Lombardia;Brescia
017069;Erbusco;Nord Ovest;Lombardia;Brescia
017070;Esine;Nord Ovest;Lombardia;Brescia
017071;Fiesse;Nord Ovest;Lombardia;Brescia
017072;Flero;Nord Ovest;Lombardia;Brescia
017073;Gambara;Nord Ovest;Lombardia;Brescia
017074;Gardone Riviera;Nord Ovest;Lombardia;Brescia
017075;Gardone Val Trompia;Nord Ovest;Lombardia;Brescia
017076;Gargnano;Nord Ovest;Lombardia;Brescia
017077;Gavardo;Nord Ovest;Lombardia;Brescia
017078;Ghedi;Nord Ovest;Lombardia;Brescia
017079;Gianico;Nord Ovest;Lombardia;Brescia
017080;Gottolengo;Nord Ovest;Lombardia;Brescia
017081;Gussago;Nord Ovest;Lombardia;Brescia
017082;Idro;Nord Ovest;Lombardia;Brescia
017083;Incudine;Nord Ovest;Lombardia;Brescia
017084;Irma;Nord Ovest;Lombardia;Brescia
017085;Iseo;Nord Ovest;Lombardia;Brescia
017086;Isorella;Nord Ovest;Lombardia;Brescia
017087;Lavenone;Nord Ovest;Lombardia;Brescia
017088;Leno;Nord Ovest;Lombardia;Brescia
017089;Limone sul Garda;Nord Ovest;Lombardia;Brescia
017090;Lodrino;Nord Ovest;Lombardia;Brescia
017091;Lograto;Nord Ovest;Lombardia;Brescia
017092;Lonato del Garda;Nord Ovest;Lombardia;Brescia
017093;Longhena;Nord Ovest;Lombardia;Brescia
017094;Losine;Nord Ovest;Lombardia;Brescia
017095;Lozio;Nord Ovest;Lombardia;Brescia
017096;Lumezzane;Nord Ovest;Lombardia;Brescia
017097;Maclodio;Nord Ovest;Lombardia;Brescia
017098;Magasa;Nord Ovest;Lombardia;Brescia
017099;Mairano;Nord Ovest;Lombardia;Brescia
017100;Malegno;Nord Ovest;Lombardia;Brescia
017101;Malonno;Nord Ovest;Lombardia;Brescia
017102;Manerba del Garda;Nord Ovest;Lombardia;Brescia
017103;Manerbio;Nord Ovest;Lombardia;Brescia
017104;Marcheno;Nord Ovest;Lombardia;Brescia
017105;Marmentino;Nord Ovest;Lombardia;Brescia
017106;Marone;Nord Ovest;Lombardia;Brescia
017107;Mazzano;Nord Ovest;Lombardia;Brescia
017108;Milzano;Nord Ovest;Lombardia;Brescia
017109;Moniga del Garda;Nord Ovest;Lombardia;Brescia
017110;Monno;Nord Ovest;Lombardia;Brescia
017111;Monte Isola;Nord Ovest;Lombardia;Brescia
017112;Monticelli Brusati;Nord Ovest;Lombardia;Brescia
017113;Montichiari;Nord Ovest;Lombardia;Brescia
017114;Montirone;Nord Ovest;Lombardia;Brescia
017115;Mura;Nord Ovest;Lombardia;Brescia
017116;Muscoline;Nord Ovest;Lombardia;Brescia
017117;Nave;Nord Ovest;Lombardia;Brescia
017118;Niardo;Nord Ovest;Lombardia;Brescia
017119;Nuvolento;Nord Ovest;Lombardia;Brescia
